Original Viral population,Original Host,Final_score,CRISPR score,Prophage blast score,WIsH score,Number of CRISPR matches,Max number of end mismatches detected in any CRISPR spacer,Prophage blast percent identity,Prophage blast viral contig coverage,tRNA match,Max number of end mismatches detected in host tRNA,Non-promiscuous tRNA match score,WIsH p-value,Viral population,Predicted host
Contig102935283||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0385545,Virus_025763,BAC_Host_072
Contig102964028||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0281057,Virus_025774,BAC_Host_072
Contig102993414||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0405712,Virus_025788,BAC_Host_072
Contig103069676||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00152335,Virus_025809,BAC_Host_072
Contig103081385||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00322922,Virus_025815,BAC_Host_072
Contig103117482||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00108913,Virus_025824,BAC_Host_072
Contig103152074||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0149686,Virus_025833,BAC_Host_072
Contig103163800||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00618507,Virus_025845,BAC_Host_072
Contig103428575||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000170868,Virus_025954,BAC_Host_072
Contig103540633||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.034105,Virus_025984,BAC_Host_072
Contig103653023||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000104592,Virus_026014,BAC_Host_072
Contig104093020||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0207577,Virus_026167,BAC_Host_072
Contig104110751||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00188762,Virus_026173,BAC_Host_072
Contig104188514||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000185421,Virus_026209,BAC_Host_072
Contig104236413||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000951506,Virus_026233,BAC_Host_072
Contig104446089||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0237222,Virus_026294,BAC_Host_072
Contig104504993||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0299912,Virus_026317,BAC_Host_072
Contig104511792||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0496632,Virus_026319,BAC_Host_072
Contig104869752||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0429821,Virus_026433,BAC_Host_072
Contig105093874||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0116866,Virus_026509,BAC_Host_072
Contig105164242||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000300791,Virus_026527,BAC_Host_072
Contig10523120||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00286921,Virus_002003,BAC_Host_072
Contig105288259||lt2gene,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0130764,Virus_049039,BAC_Host_072
Contig105354469||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0408468,Virus_026604,BAC_Host_072
Contig105400113||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00163061,Virus_026619,BAC_Host_072
Contig105465193||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0293435,Virus_026636,BAC_Host_072
Contig105583056||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00972486,Virus_026667,BAC_Host_072
Contig105700497||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000972572,Virus_026728,BAC_Host_072
Contig105760111||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0134708,Virus_026751,BAC_Host_072
Contig10582388||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00679367,Virus_002009,BAC_Host_072
Contig105976933||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00795324,Virus_026825,BAC_Host_072
Contig106147725||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.018027,Virus_026890,BAC_Host_072
Contig106208713||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000537669,Virus_026915,BAC_Host_072
Contig106330217||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0238001,Virus_026957,BAC_Host_072
Contig106689721||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00964183,Virus_027105,BAC_Host_072
Contig106931423||full,bin.433,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000815032,Virus_027179,BAC_Host_072
Contig107415271||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00176691,Virus_027367,BAC_Host_072
Contig107415274||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0139732,Virus_027369,BAC_Host_072
Contig107421192||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000353435,Virus_027372,BAC_Host_072
Contig107574430||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0185336,Virus_027410,BAC_Host_072
Contig107600226||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000779407,Virus_027416,BAC_Host_072
Contig107604069||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00285522,Virus_027417,BAC_Host_072
Contig107686629||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000848935,Virus_027439,BAC_Host_072
Contig107958372||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0327596,Virus_027531,BAC_Host_072
Contig108013213||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00319233,Virus_027553,BAC_Host_072
Contig108046835||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00417834,Virus_027565,BAC_Host_072
Contig108106014||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010145,Virus_027582,BAC_Host_072
Contig108254811||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00321126,Virus_027627,BAC_Host_072
Contig108330402||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000777823,Virus_027660,BAC_Host_072
Contig108508392||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000138567,Virus_027724,BAC_Host_072
Contig108855526||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00714605,Virus_027824,BAC_Host_072
Contig108932164||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000035176,Virus_027847,BAC_Host_072
Contig108943966||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00748223,Virus_027849,BAC_Host_072
Contig109144340||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0173634,Virus_027929,BAC_Host_072
Contig109162012||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000288175,Virus_027933,BAC_Host_072
Contig10935815||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00453766,Virus_002079,BAC_Host_072
Contig10935817||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014276,Virus_002080,BAC_Host_072
Contig109593428||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00126929,Virus_028073,BAC_Host_072
Contig109611388||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0194161,Virus_028077,BAC_Host_072
Contig109682002||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0220319,Virus_028094,BAC_Host_072
Contig109705823||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0107226,Virus_028099,BAC_Host_072
Contig109752984||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00030541,Virus_028109,BAC_Host_072
Contig109782576||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00855766,Virus_028116,BAC_Host_072
Contig109841419||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0327363,Virus_028149,BAC_Host_072
Contig109841421||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00177406,Virus_028150,BAC_Host_072
Contig109876811||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0332574,Virus_028161,BAC_Host_072
Contig109876814||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0353527,Virus_028164,BAC_Host_072
Contig110113241||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000275806,Virus_028234,BAC_Host_072
Contig110248998||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00193702,Virus_028277,BAC_Host_072
Contig110328094||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00075611,Virus_028319,BAC_Host_072
Contig110574455||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0184422,Virus_028399,BAC_Host_072
Contig110603847||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00288864,Virus_028414,BAC_Host_072
Contig11070158||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0456434,Virus_002102,BAC_Host_072
Contig110917052||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0338158,Virus_028514,BAC_Host_072
Contig111231343||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000177797,Virus_028634,BAC_Host_072
Contig111407390||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010218,Virus_028690,BAC_Host_072
Contig111425395||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0128399,Virus_028696,BAC_Host_072
Contig111977113||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00986912,Virus_028903,BAC_Host_072
Contig112016897||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000679117,Virus_028910,BAC_Host_072
Contig112076148||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0347571,Virus_028921,BAC_Host_072
Contig112076150||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00107944,Virus_028922,BAC_Host_072
Contig112136763||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0393837,Virus_028946,BAC_Host_072
Contig112312590||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00342119,Virus_028984,BAC_Host_072
Contig112312688||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0215404,Virus_028986,BAC_Host_072
Contig112329679||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00246024,Virus_048271,BAC_Host_072
Contig112371680||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00647924,Virus_029008,BAC_Host_072
Contig112466284||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000135281,Virus_029048,BAC_Host_072
Contig112544809||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0180619,Virus_029076,BAC_Host_072
Contig112726571||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000414558,Virus_029140,BAC_Host_072
Contig112768131||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000322499,Virus_029163,BAC_Host_072
Contig112768132||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000204954,Virus_029164,BAC_Host_072
Contig112768136||full,bin.433,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000327829,Virus_029165,BAC_Host_072
Contig113087534||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000100291,Virus_029267,BAC_Host_072
Contig113099325||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000313172,Virus_029274,BAC_Host_072
Contig113099329||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000670704,Virus_029275,BAC_Host_072
Contig113241417||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0291263,Virus_029331,BAC_Host_072
Contig113288799||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0306626,Virus_029345,BAC_Host_072
Contig113395647||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0109575,Virus_029384,BAC_Host_072
Contig113458776||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0124356,Virus_048278,BAC_Host_072
Contig113478738||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000156236,Virus_029422,BAC_Host_072
Contig113496513||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000775883,Virus_029431,BAC_Host_072
Contig113668293||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00159945,Virus_029499,BAC_Host_072
Contig113780809||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000895954,Virus_029548,BAC_Host_072
Contig113787610||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000013484,Virus_029551,BAC_Host_072
Contig113953410||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000152104,Virus_029590,BAC_Host_072
Contig113994781||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000197591,Virus_029607,BAC_Host_072
Contig114119530||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00108605,Virus_029645,BAC_Host_072
Contig114119532||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00558756,Virus_029646,BAC_Host_072
Contig114243795||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0209284,Virus_029688,BAC_Host_072
Contig114356786||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00370917,Virus_029727,BAC_Host_072
Contig11436579||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000166448,Virus_002161,BAC_Host_072
Contig114403783||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00203453,Virus_029736,BAC_Host_072
Contig114557597||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00791852,Virus_029792,BAC_Host_072
Contig114664419||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00156048,Virus_029828,BAC_Host_072
Contig114694205||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0065674,Virus_029845,BAC_Host_072
Contig114830221||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0430751,Virus_029905,BAC_Host_072
Contig114854065||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000494401,Virus_029922,BAC_Host_072
Contig114854067||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00341425,Virus_029924,BAC_Host_072
Contig114967533||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0362915,Virus_029983,BAC_Host_072
Contig114978464||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0421509,Virus_029992,BAC_Host_072
Contig114996406||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0343253,Virus_030006,BAC_Host_072
Contig115162471||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000034541,Virus_030070,BAC_Host_072
Contig115209943||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0121594,Virus_030082,BAC_Host_072
Contig115316724||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0317701,Virus_030122,BAC_Host_072
Contig115357387||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00677288,Virus_030141,BAC_Host_072
Contig115388024||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000403618,Virus_030153,BAC_Host_072
Contig115715137||full,bin.433,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000293474,Virus_030271,BAC_Host_072
Contig115798202||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0157288,Virus_030302,BAC_Host_072
Contig115798219||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000992411,Virus_030304,BAC_Host_072
Contig115822016||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000671448,Virus_030314,BAC_Host_072
Contig115887326||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00331694,Virus_030336,BAC_Host_072
Contig116107772||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00208793,Virus_030395,BAC_Host_072
Contig116481941||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00150992,Virus_030536,BAC_Host_072
Contig116564866||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000571071,Virus_030554,BAC_Host_072
Contig116606527||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00912674,Virus_030581,BAC_Host_072
Contig116638290||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000873582,Virus_030592,BAC_Host_072
Contig116689751||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0490539,Virus_030605,BAC_Host_072
Contig116707686||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00837382,Virus_030609,BAC_Host_072
Contig116707691||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000185138,Virus_030610,BAC_Host_072
Contig116731377||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0287478,Virus_030616,BAC_Host_072
Contig11679581||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000866192,Virus_002206,BAC_Host_072
Contig117052670||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000783947,Virus_030727,BAC_Host_072
Contig117058649||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02939,Virus_030730,BAC_Host_072
Contig117070572||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0281255,Virus_030740,BAC_Host_072
Contig117120211||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00199203,Virus_030760,BAC_Host_072
Contig117120213||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00144285,Virus_030761,BAC_Host_072
Contig117183628||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000209021,Virus_030792,BAC_Host_072
Contig117237482||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00112304,Virus_030819,BAC_Host_072
Contig117284934||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013699,Virus_030836,BAC_Host_072
Contig117725736||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0197792,Virus_030989,BAC_Host_072
Contig117779401||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00332534,Virus_031005,BAC_Host_072
Contig117779403||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0494519,Virus_031006,BAC_Host_072
Contig117940202||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000164464,Virus_031060,BAC_Host_072
Contig118131064||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0471212,Virus_031125,BAC_Host_072
Contig118196638||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0112423,Virus_031149,BAC_Host_072
Contig118250347||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00254799,Virus_031180,BAC_Host_072
Contig118292080||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00275975,Virus_031200,BAC_Host_072
Contig118542319||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0417471,Virus_031313,BAC_Host_072
Contig118542320||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000650963,Virus_031314,BAC_Host_072
Contig118578101||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00501772,Virus_031329,BAC_Host_072
Contig118697410||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000650524,Virus_031389,BAC_Host_072
Contig118746450||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00263182,Virus_031403,BAC_Host_072
Contig118786636||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00589986,Virus_031418,BAC_Host_072
Contig118935903||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0316115,Virus_031466,BAC_Host_072
Contig119025460||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00588999,Virus_031505,BAC_Host_072
Contig119211125||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0369753,Virus_031568,BAC_Host_072
Contig119317969||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000225125,Virus_031608,BAC_Host_072
Contig119467122||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044876,Virus_031664,BAC_Host_072
Contig11948023||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000357772,Virus_002260,BAC_Host_072
Contig119509136||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00308874,Virus_031685,BAC_Host_072
Contig119693766||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000596776,Virus_031763,BAC_Host_072
Contig119735534||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.029238,Virus_031776,BAC_Host_072
Contig120059782||full,bin.433,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0204225,Virus_031889,BAC_Host_072
Contig120147685||full,bin.433,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000162586,Virus_031913,BAC_Host_072
Contig12044994||full,bin.433,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00330333,Virus_002279,BAC_Host_072
