	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral genes with host benefits	Viral genes with unknown function	Viral hypothetical genes	Viral structure genes	Viral genes with viral benefits	Viral replication genes
Contig88312042||full	0	False	0	30	4	6	False	0.1	3.0	0.0	25.0	0.0	1.0	1.0
Contig88318278||full	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig88329317||full	0	False	0	4	1	0	False	0.0	0.0	2.0	2.0	0.0	0.0	0.0
Contig88329327||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig88329365||full	0	False	0	14	1	0	False	0.0	0.0	2.0	11.0	1.0	0.0	0.0
Contig88329368||full	0	False	0	20	0	0	False	0.05	1.0	1.0	18.0	0.0	0.0	0.0
Contig88335195||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig88340890||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig88363942||full	0	False	0	3	1	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig88363952||full	0	False	0	5	1	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig88369702||full	0	False	0	2	0	0	False	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Contig88375414||full	0	False	0	5	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig88375416||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig88381526||full	0	False	0	5	0	0	True	0.0	0.0	0.0	3.0	0.0	0.0	2.0
Contig88390688||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig88392751||full	0	False	0	6	1	0	False	0.16666666666666666	1.0	0.0	5.0	0.0	0.0	0.0
Contig88404249||full	0	False	0	27	2	0	False	0.037037037037037035	1.0	2.0	24.0	0.0	0.0	0.0
Contig88404250||full	0	False	0	67	4	0	False	0.014925373134328358	1.0	7.0	55.0	0.0	2.0	2.0
Contig88404251||full	0	False	0	33	0	1	False	0.0	0.0	3.0	29.0	0.0	1.0	0.0
Contig88421636||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig88422111||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig88422379||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig88427374||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig88427375||full	0	False	0	6	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	2.0
Contig88427376||full	0	False	0	12	0	0	False	0.0	0.0	2.0	10.0	0.0	0.0	0.0
Contig88427377||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig88427388||full	0	False	0	4	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig88433112||full	0	False	0	7	4	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig88438830||full	0	False	0	4	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig88444611||full	0	False	0	62	5	0	False	0.016129032258064516	1.0	1.0	60.0	0.0	0.0	0.0
Contig88444615||full	0	False	0	66	8	1	False	0.045454545454545456	3.0	1.0	62.0	0.0	0.0	0.0
Contig88450435||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig88462011||full	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig88462586||full	0	False	0	4	0	1	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig88473607||full	0	False	0	3	1	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig88473653||full	0	False	0	5	0	0	False	0.2	1.0	1.0	3.0	0.0	0.0	0.0
Contig88473804||full	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig88473848||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig88473893||full	0	False	0	5	1	0	False	0.2	1.0	1.0	3.0	0.0	0.0	0.0
Contig88479789||full	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig88490838||full	0	False	0	3	0	0	False	0.3333333333333333	1.0	0.0	1.0	0.0	0.0	1.0
Contig88496500||full	0	False	0	3	0	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig88502282||lt2gene	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig88502285||full	0	False	0	6	0	0	False	0.16666666666666666	1.0	1.0	4.0	0.0	0.0	0.0
Contig88502286||full	0	False	0	15	0	0	False	0.06666666666666667	1.0	1.0	12.0	0.0	0.0	1.0
Contig88502288||full	0	False	0	19	2	2	False	0.0	0.0	1.0	18.0	0.0	0.0	0.0
Contig8850519||full	0	False	0	3	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig88513934||full	0	False	0	9	4	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig88513935||full	0	False	0	7	3	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig88513936||full	0	False	0	6	2	0	False	0.16666666666666666	1.0	0.0	5.0	0.0	0.0	0.0
Contig88513938||full	0	False	0	5	2	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig88513942||full	0	False	0	9	3	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig88513944||full	0	False	0	6	2	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig88513945||full	0	False	0	3	1	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig88513946||full	0	False	0	5	3	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig88513949||full	0	False	0	9	4	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig88513950||full	0	False	0	6	3	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig88514965||full	0	False	0	3	0	0	True	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig88519800||full	0	False	0	8	2	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig88543420||full	0	False	0	4	0	0	True	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig8856011||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig88560343||full	0	False	0	7	1	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig885829||full	0	False	0	6	1	0	False	0.0	0.0	2.0	4.0	0.0	0.0	0.0
Contig88583356||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig88583358||full	0	False	0	3	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig88583706||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig88594917||full	0	False	0	6	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	1.0
Contig88594951||full	0	False	0	4	1	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig88600715||full	0	False	0	8	2	0	False	0.0	0.0	2.0	4.0	0.0	0.0	2.0
Contig88617900||full	0	False	0	4	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig8861992||full	0	False	0	9	1	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig8861994||full	0	False	0	27	0	0	False	0.037037037037037035	1.0	1.0	25.0	0.0	0.0	0.0
Contig8861996||full	0	False	0	10	0	0	False	0.0	0.0	2.0	8.0	0.0	0.0	0.0
Contig88629458||full	0	False	0	18	1	0	False	0.0	0.0	3.0	14.0	0.0	0.0	1.0
Contig88629462||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig88629522||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig88630205||full	0	False	0	4	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig88635267||full	0	False	0	14	1	0	False	0.0	0.0	0.0	14.0	0.0	0.0	0.0
Contig88635536||full	0	False	0	22	1	0	False	0.0	0.0	0.0	21.0	0.0	1.0	0.0
Contig88635537||full	0	False	0	34	3	0	False	0.0	0.0	3.0	30.0	0.0	0.0	1.0
Contig88635538||full	0	False	0	10	0	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig88652594||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig88658433||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig88659282||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig88664166||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig88664311||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig88675663||full	0	False	0	19	1	0	False	0.0	0.0	0.0	19.0	0.0	0.0	0.0
Contig88687229||full	0	False	0	4	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig88687661||lt2gene	0	False	0	2	0	0	False	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Contig88687662||full	0	False	0	3	0	0	False	0.0	0.0	2.0	0.0	1.0	0.0	0.0
Contig88687663||full	0	False	0	13	1	0	False	0.0	0.0	1.0	12.0	0.0	0.0	0.0
Contig88695056||full	0	False	0	7	5	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig88698768||full	0	False	0	8	1	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig88711603||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig88727717||full	0	False	0	22	9	0	False	0.0	0.0	0.0	21.0	0.0	0.0	1.0
Contig88727731||full	0	False	0	2	0	0	False	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Contig88727732||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig88727847||full	0	False	0	5	2	0	True	0.2	1.0	1.0	3.0	0.0	0.0	0.0
Contig88739256||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig88762344||full	0	False	0	4	1	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig88762359||full	0	False	0	3	1	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig88773905||full	0	False	0	5	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig88779697||full	0	False	0	7	2	0	False	0.0	0.0	0.0	6.0	0.0	0.0	1.0
Contig88779708||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig88797189||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig88797195||full	0	False	0	5	0	0	False	0.4	2.0	0.0	3.0	0.0	0.0	0.0
Contig88797218||full	0	False	0	18	1	0	False	0.0	0.0	0.0	18.0	0.0	0.0	0.0
Contig88802923||full	0	False	0	11	0	0	False	0.0	0.0	3.0	8.0	0.0	0.0	0.0
Contig88808655||full	0	False	0	5	2	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig88808675||full	0	False	0	9	0	0	False	0.0	0.0	1.0	8.0	0.0	0.0	0.0
Contig88808683||full	0	False	0	6	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	1.0
Contig88814411||full	0	False	0	111	10	0	False	0.009009009009009009	1.0	8.0	100.0	0.0	0.0	2.0
Contig88814428||full	0	False	0	12	0	0	False	0.0	0.0	0.0	12.0	0.0	0.0	0.0
Contig88820235||full	0	False	0	13	4	2	False	0.23076923076923078	3.0	0.0	10.0	0.0	0.0	0.0
Contig88821132||full	0	False	0	3	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig88825987||full	0	False	0	60	16	0	False	0.016666666666666666	1.0	1.0	54.0	2.0	0.0	2.0
Contig88825988||full	0	False	0	19	5	0	False	0.0	0.0	3.0	16.0	0.0	0.0	0.0
Contig88826015||full	0	False	0	6	3	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig88833885||full	0	False	0	26	5	0	False	0.0	0.0	2.0	23.0	1.0	0.0	0.0
Contig88843396||full	0	False	0	4	0	0	False	0.0	0.0	0.0	2.0	0.0	1.0	1.0
Contig88843646||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig88862516||full	0	False	0	11	0	0	False	0.0	0.0	0.0	11.0	0.0	0.0	0.0
Contig88866539||full	0	False	0	4	1	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig88866602||full	0	False	0	3	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig88879221||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig88884935||full	0	False	0	3	1	0	False	0.6666666666666666	2.0	0.0	1.0	0.0	0.0	0.0
Contig88885063||full	0	False	0	9	0	0	False	0.0	0.0	1.0	8.0	0.0	0.0	0.0
Contig88896712||full	0	False	0	14	1	0	False	0.0	0.0	3.0	11.0	0.0	0.0	0.0
Contig88906974||full	0	False	0	3	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig88918647||full	0	False	0	4	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig88930181||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig88936001||full	0	False	0	5	0	0	False	0.0	0.0	0.0	4.0	1.0	0.0	0.0
Contig88947567||full	0	False	0	5	3	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig88947572||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig88953398||full	0	False	0	6	0	0	False	0.0	0.0	4.0	2.0	0.0	0.0	0.0
Contig88959122||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig88964847||full	0	False	0	109	7	2	False	0.01834862385321101	2.0	3.0	99.0	1.0	0.0	4.0
Contig88964848||full	0	False	0	19	1	0	False	0.0	0.0	0.0	18.0	0.0	0.0	1.0
Contig88964849||full	0	False	0	4	0	0	False	0.0	0.0	1.0	2.0	0.0	0.0	1.0
Contig88964850||full	0	False	0	78	13	0	False	0.038461538461538464	3.0	3.0	68.0	2.0	1.0	1.0
Contig88964851||full	0	False	0	42	1	0	False	0.0	0.0	1.0	41.0	0.0	0.0	0.0
Contig88965490||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig88965491||full	0	False	0	2	1	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig88970658||full	0	False	0	10	0	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig88978348||full	0	False	0	4	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig88980050||full	0	False	0	3	1	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig88982156||full	0	False	0	21	0	0	False	0.0	0.0	0.0	21.0	0.0	0.0	0.0
Contig88987964||full	0	False	0	11	4	0	False	0.0	0.0	1.0	7.0	0.0	1.0	2.0
Contig88987966||full	0	False	0	12	1	0	False	0.0	0.0	1.0	10.0	0.0	0.0	1.0
Contig88987967||full	0	False	0	6	3	0	False	0.0	0.0	1.0	4.0	0.0	1.0	0.0
Contig88987968||full	0	False	0	7	0	0	False	0.0	0.0	0.0	6.0	1.0	0.0	0.0
Contig88987970||full	0	False	0	8	0	0	False	0.0	0.0	1.0	6.0	1.0	0.0	0.0
Contig8898900||full	0	False	0	6	2	0	False	0.0	0.0	1.0	4.0	0.0	0.0	1.0
Contig8898918||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig88993760||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig88999551||full	0	False	0	5	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig89016951||full	0	False	0	10	0	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig89022989||full	0	False	0	4	1	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig89028441||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig89028442||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig89028443||full	0	False	0	15	2	0	False	0.0	0.0	1.0	14.0	0.0	0.0	0.0
Contig89028444||full	0	False	0	17	5	0	False	0.0	0.0	2.0	15.0	0.0	0.0	0.0
Contig89028447||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig89035867||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig89039988||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig89045784||full	0	False	0	12	6	0	False	0.0	0.0	0.0	12.0	0.0	0.0	0.0
Contig89057349||full	0	False	0	8	0	0	False	0.0	0.0	0.0	7.0	1.0	0.0	0.0
Contig89057350||full	0	False	0	7	0	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig89063170||full	0	False	0	41	5	0	False	0.0	0.0	0.0	40.0	1.0	0.0	0.0
Contig89063171||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig89063172||full	0	False	0	22	1	0	False	0.0	0.0	0.0	22.0	0.0	0.0	0.0
Contig89069142||full	0	False	0	6	0	0	False	0.0	0.0	0.0	4.0	2.0	0.0	0.0
Contig89069143||full	0	False	0	6	0	0	False	0.0	0.0	0.0	5.0	1.0	0.0	0.0
Contig89080499||full	0	False	0	4	0	0	False	0.0	0.0	1.0	2.0	1.0	0.0	0.0
Contig89086334||full	0	False	0	5	1	2	False	0.2	1.0	0.0	3.0	0.0	0.0	1.0
Contig89086341||full	0	False	0	6	1	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig89097972||full	0	False	0	7	3	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig89099032||full	0	False	0	6	3	0	False	0.0	0.0	0.0	5.0	0.0	0.0	1.0
Contig89111562||full	0	False	0	3	1	0	False	0.6666666666666666	2.0	0.0	1.0	0.0	0.0	0.0
Contig89113593||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig89115760||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig891187||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig89121091||full	0	False	0	13	0	0	False	0.0	0.0	1.0	12.0	0.0	0.0	0.0
Contig89121157||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig89126791||full	0	False	0	5	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig89126798||full	0	False	0	3	0	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig89132778||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig89138331||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig89144749||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig89149846||full	0	False	0	6	2	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig89149974||full	0	False	0	7	2	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig8915109||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig89155652||full	0	False	0	7	3	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig89167258||lt2gene	0	False	0	1	0	0	False	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Contig89167259||lt2gene	0	False	0	1	0	0	False	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Contig89167508||full	0	False	0	11	0	0	False	0.0	0.0	2.0	8.0	0.0	0.0	1.0
Contig89167510||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig89172982||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig89178906||full	0	False	0	4	1	0	True	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig89190331||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig89201892||full	0	False	0	24	4	0	False	0.0	0.0	0.0	22.0	0.0	0.0	2.0
Contig8920486||full	0	False	0	4	1	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig8920487||full	0	False	0	10	3	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig8920493||full	0	False	0	4	0	0	False	0.0	0.0	1.0	2.0	1.0	0.0	0.0
Contig8920500||full	0	False	0	2	0	0	False	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Contig8920553||full	0	False	0	42	1	0	False	0.0	0.0	2.0	40.0	0.0	0.0	0.0
Contig89213450||full	0	False	0	7	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	1.0
Contig89219170||full	0	False	0	3	0	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig89221036||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig89224999||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig89225022||full	0	False	0	9	3	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig89230772||full	0	False	0	4	0	0	False	0.5	2.0	0.0	2.0	0.0	0.0	0.0
Contig89230859||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig89242441||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig89265590||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig89265595||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig89271352||full	0	False	0	7	1	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig89271382||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig89283072||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig89285416||full	0	False	0	65	6	0	False	0.015384615384615385	1.0	1.0	62.0	0.0	0.0	1.0
Contig89294616||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig89294619||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig89294625||full	0	False	0	8	0	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig89300364||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig89306122||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig89317625||full	0	False	0	3	0	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig89323460||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig89329357||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig89335107||full	0	False	0	3	2	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig89335389||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig89340910||full	0	False	0	6	0	0	False	0.0	0.0	2.0	4.0	0.0	0.0	0.0
Contig89340949||full	0	False	0	10	0	0	False	0.0	0.0	3.0	7.0	0.0	0.0	0.0
Contig89352454||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig89358207||full	0	False	0	50	3	0	False	0.02	1.0	3.0	45.0	0.0	0.0	1.0
Contig89358208||full	0	False	0	54	3	0	False	0.037037037037037035	2.0	1.0	48.0	0.0	2.0	1.0
Contig89358209||full	0	False	0	10	0	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig89358210||full	0	False	0	9	0	0	False	0.0	0.0	0.0	7.0	2.0	0.0	0.0
Contig89358211||full	0	False	0	8	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	1.0
Contig89364002||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig89364076||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig89369789||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig89375701||full	0	False	0	9	0	0	False	0.0	0.0	1.0	7.0	1.0	0.0	0.0
Contig89381311||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig89381315||full	0	False	0	8	5	0	True	0.0	0.0	0.0	7.0	0.0	0.0	1.0
Contig89382903||full	0	False	0	5	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig89387124||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig89387138||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig89393054||full	0	False	0	3	0	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig89393107||full	0	False	0	8	1	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig89398786||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig89404842||full	0	False	0	5	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig89410388||full	0	False	0	3	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig89427844||full	0	False	0	8	0	1	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig89435155||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig89439372||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig89439375||full	0	False	0	5	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig89439377||full	0	False	0	4	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig89439378||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig89441002||full	0	False	0	6	3	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig89446324||full	0	False	0	5	0	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig89448171||full	0	False	0	71	10	0	False	0.0	0.0	4.0	66.0	1.0	0.0	0.0
Contig89450951||full	0	False	0	21	0	0	False	0.0	0.0	2.0	19.0	0.0	0.0	0.0
Contig89479825||full	0	False	0	11	0	0	False	0.0	0.0	0.0	11.0	0.0	0.0	0.0
Contig89479885||lt2gene	0	False	0	1	0	0	False	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Contig89485577||full	0	False	0	8	1	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig89494432||full	0	False	0	43	1	0	False	0.023255813953488372	1.0	0.0	42.0	0.0	0.0	0.0
Contig89497154||full	0	False	0	4	1	0	False	0.25	1.0	1.0	1.0	0.0	0.0	1.0
Contig89502923||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig89502927||full	0	False	0	4	0	0	False	0.0	0.0	0.0	3.0	1.0	0.0	0.0
